,0
1999-01-04,1668.52001953125
1999-01-05,1691.25
1999-01-06,1729.0799560546875
1999-01-07,1725.6400146484375
1999-01-08,1732.9300537109375
1999-01-11,1717.68994140625
1999-01-12,1684.5699462890625
1999-01-13,1677.72998046875
1999-01-14,1647.5699462890625
1999-01-15,1689.8199462890625
1999-01-19,1701.7099609375
1999-01-20,1708.0899658203125
1999-01-21,1678.9300537109375
1999-01-22,1665.3900146484375
1999-01-25,1677.3399658203125
1999-01-26,1702.260009765625
1999-01-27,1690.0799560546875
1999-01-28,1720.43994140625
1999-01-29,1739.8399658203125
1999-02-01,1730.81005859375
1999-02-02,1715.9100341796875
1999-02-03,1729.8399658203125
1999-02-04,1697.9100341796875
1999-02-05,1685.5799560546875
1999-02-08,1691.800048828125
1999-02-09,1654.239990234375
1999-02-10,1664.6400146484375
1999-02-11,1706.25
1999-02-12,1673.77001953125
1999-02-16,1689.75
1999-02-17,1665.6800537109375
1999-02-18,1683.8399658203125
1999-02-19,1686.47998046875
1999-02-22,1731.3199462890625
1999-02-23,1730.050048828125
1999-02-24,1706.030029296875
1999-02-25,1694.8299560546875
1999-02-26,1685.77001953125
1999-03-01,1682.8599853515625
1999-03-02,1668.3699951171875
1999-03-03,1671.739990234375
1999-03-04,1697.760009765625
1999-03-05,1737.050048828125
1999-03-08,1747.0400390625
1999-03-09,1743.1099853515625
1999-03-10,1752.75
1999-03-11,1767.9300537109375
1999-03-12,1763.739990234375
1999-03-15,1781.02001953125
1999-03-16,1779.8399658203125
1999-03-17,1768.27001953125
1999-03-18,1793.8499755859375
1999-03-19,1770.3399658203125
1999-03-22,1767.260009765625
1999-03-23,1719.760009765625
1999-03-24,1728.5699462890625
1999-03-25,1757.75
1999-03-26,1747.949951171875
1999-03-29,1785.5
1999-03-30,1772.7900390625
1999-03-31,1753.2099609375
1999-04-01,1763.31005859375
1999-04-05,1800.6700439453125
1999-04-06,1796.3399658203125
1999-04-07,1808.969970703125
1999-04-08,1832.3399658203125
1999-04-09,1838.300048828125
1999-04-12,1852.3499755859375
1999-04-13,1840.4000244140625
1999-04-14,1811.2900390625
1999-04-15,1803.6800537109375
1999-04-16,1798.4200439453125
1999-04-19,1758.18994140625
1999-04-20,1780.93994140625
1999-04-21,1821.8800048828125
1999-04-22,1852.8599853515625
1999-04-23,1850.1800537109375
1999-04-26,1854.530029296875
1999-04-27,1858.2900390625
1999-04-28,1842.219970703125
1999-04-29,1831.530029296875
1999-04-30,1821.1099853515625
1999-05-03,1847.6300048828125
1999-05-04,1816.7900390625
1999-05-05,1838.0799560546875
1999-05-06,1817.3900146484375
1999-05-07,1835.06005859375
1999-05-10,1829.1600341796875
1999-05-11,1850.1600341796875
1999-05-12,1861.969970703125
1999-05-13,1866.8699951171875
1999-05-14,1826.31005859375
1999-05-17,1828.6700439453125
1999-05-18,1820.3599853515625
1999-05-19,1835.3299560546875
1999-05-20,1828.050048828125
1999-05-21,1816.4100341796875
1999-05-24,1784.1400146484375
1999-05-25,1753.7900390625
1999-05-26,1781.8399658203125
1999-05-27,1750.18994140625
1999-05-28,1778.0999755859375
1999-06-01,1767.800048828125
1999-06-02,1768.9200439453125
1999-06-03,1775.4000244140625
1999-06-04,1813.969970703125
1999-06-07,1823.2900390625
1999-06-08,1799.8699951171875
1999-06-09,1801.7900390625
1999-06-10,1780.18994140625
1999-06-11,1768.0400390625
1999-06-14,1768.56005859375
1999-06-15,1778.3599853515625
1999-06-16,1818.4000244140625
1999-06-17,1831.449951171875
1999-06-18,1835.47998046875
1999-06-21,1843.9300537109375
1999-06-22,1826.0
1999-06-23,1822.1700439453125
1999-06-24,1798.550048828125
1999-06-25,1797.9100341796875
1999-06-28,1820.0899658203125
1999-06-29,1847.5899658203125
1999-06-30,1876.780029296875
1999-07-01,1888.1500244140625
1999-07-02,1902.1800537109375
1999-07-06,1898.1500244140625
1999-07-07,1909.1300048828125
1999-07-08,1907.280029296875
1999-07-09,1919.4000244140625
1999-07-12,1913.68994140625
1999-07-13,1906.18994140625
1999-07-14,1912.5400390625
1999-07-15,1928.2099609375
1999-07-16,1940.760009765625
1999-07-19,1925.550048828125
1999-07-20,1883.760009765625
1999-07-21,1886.8599853515625
1999-07-22,1861.8299560546875
1999-07-23,1856.31005859375
1999-07-26,1843.75
1999-07-27,1864.3800048828125
1999-07-28,1868.050048828125
1999-07-29,1835.02001953125
1999-07-30,1818.1800537109375
1999-08-02,1817.27001953125
1999-08-03,1809.300048828125
1999-08-04,1786.510009765625
1999-08-05,1798.1099853515625
1999-08-06,1780.06005859375
1999-08-09,1776.6800537109375
1999-08-10,1754.3299560546875
1999-08-11,1782.8499755859375
1999-08-12,1777.75
1999-08-13,1818.25
1999-08-16,1822.530029296875
1999-08-17,1840.8800048828125
1999-08-18,1825.56005859375
1999-08-19,1812.97998046875
1999-08-20,1830.8199462890625
1999-08-23,1863.1800537109375
1999-08-24,1867.6800537109375
1999-08-25,1892.8699951171875
1999-08-26,1865.7900390625
1999-08-27,1847.1199951171875
1999-08-30,1814.1099853515625
1999-08-31,1809.18994140625
1999-09-01,1824.199951171875
1999-09-02,1807.8299560546875
1999-09-03,1860.1500244140625
1999-09-07,1851.010009765625
1999-09-08,1842.56005859375
1999-09-09,1847.3699951171875
1999-09-10,1852.8499755859375
1999-09-13,1842.9599609375
1999-09-14,1832.22998046875
1999-09-15,1807.1700439453125
1999-09-16,1807.97998046875
1999-09-17,1831.22998046875
1999-09-20,1831.4200439453125
1999-09-21,1793.0899658203125
1999-09-22,1797.1500244140625
1999-09-23,1755.8800048828125
1999-09-24,1751.699951171875
1999-09-27,1759.8599853515625
1999-09-28,1758.77001953125
1999-09-29,1739.9200439453125
1999-09-30,1759.5899658203125
1999-10-01,1759.77001953125
1999-10-04,1789.7099609375
1999-10-05,1785.3199462890625
1999-10-06,1818.6099853515625
1999-10-07,1808.0
1999-10-08,1833.219970703125
1999-10-11,1832.1099853515625
1999-10-12,1801.68994140625
1999-10-13,1764.0999755859375
1999-10-14,1761.1800537109375
1999-10-15,1711.77001953125
1999-10-18,1721.0
1999-10-19,1730.8699951171875
1999-10-20,1769.550048828125
1999-10-21,1761.5799560546875
1999-10-22,1786.3599853515625
1999-10-25,1775.3499755859375
1999-10-26,1759.27001953125
1999-10-27,1779.719970703125
1999-10-28,1842.800048828125
1999-10-29,1870.93994140625
1999-11-01,1858.8599853515625
1999-11-02,1850.1300048828125
1999-11-03,1860.280029296875
1999-11-04,1870.8800048828125
1999-11-05,1881.3299560546875
1999-11-08,1890.81005859375
1999-11-09,1875.0699462890625
1999-11-10,1886.510009765625
1999-11-11,1897.5
1999-11-12,1917.719970703125
1999-11-15,1915.469970703125
1999-11-16,1950.8299560546875
1999-11-17,1938.219970703125
1999-11-18,1957.8699951171875
1999-11-19,1953.8399658203125
1999-11-22,1952.4100341796875
1999-11-23,1930.0999755859375
1999-11-24,1947.2099609375
1999-11-26,1946.719970703125
1999-11-29,1934.949951171875
1999-11-30,1908.969970703125
1999-12-01,1921.489990234375
1999-12-02,1937.0699462890625
1999-12-03,1970.4300537109375
1999-12-06,1956.760009765625
1999-12-07,1937.3399658203125
1999-12-08,1930.239990234375
1999-12-09,1936.0899658203125
1999-12-10,1948.3699951171875
1999-12-13,1946.22998046875
1999-12-14,1929.6800537109375
1999-12-15,1943.7099609375
1999-12-16,1951.31005859375
1999-12-17,1954.43994140625
1999-12-20,1950.43994140625
1999-12-21,1971.56005859375
1999-12-22,1975.5
1999-12-23,2006.0699462890625
1999-12-27,2004.3699951171875
1999-12-28,2005.1400146484375
1999-12-29,2013.3800048828125
1999-12-30,2014.81005859375
1999-12-31,2021.4000244140625
2000-01-03,2002.1099853515625
2000-01-04,1925.4100341796875
2000-01-05,1929.280029296875
2000-01-06,1931.510009765625
2000-01-07,1983.8299560546875
2000-01-10,2006.0699462890625
2000-01-11,1979.9200439453125
2000-01-12,1971.3599853515625
2000-01-13,1995.3499755859375
2000-01-14,2016.6400146484375
2000-01-18,2002.8900146484375
2000-01-19,2004.02001953125
2000-01-20,1989.81005859375
2000-01-21,1984.010009765625
2000-01-24,1929.199951171875
2000-01-25,1940.9000244140625
2000-01-26,1932.780029296875
2000-01-27,1925.31005859375
2000-01-28,1872.6099853515625
2000-01-31,1919.8399658203125
2000-02-01,1940.239990234375
2000-02-02,1940.2099609375
2000-02-03,1962.2099609375
2000-02-04,1961.43994140625
2000-02-07,1961.300048828125
2000-02-08,1985.489990234375
2000-02-09,1944.5699462890625
2000-02-10,1951.6500244140625
2000-02-11,1910.9200439453125
2000-02-14,1914.8800048828125
2000-02-15,1931.5799560546875
2000-02-16,1912.1199951171875
2000-02-17,1912.9599609375
2000-02-18,1854.8499755859375
2000-02-22,1863.260009765625
2000-02-23,1875.1600341796875
2000-02-24,1865.199951171875
2000-02-25,1837.699951171875
2000-02-28,1858.1700439453125
2000-02-29,1883.5
2000-03-01,1901.510009765625
2000-03-02,1905.0899658203125
2000-03-03,1942.8900146484375
2000-03-06,1918.43994140625
2000-03-07,1869.3299560546875
2000-03-08,1884.81005859375
2000-03-09,1933.1099853515625
2000-03-10,1923.97998046875
2000-03-13,1908.4200439453125
2000-03-14,1874.68994140625
2000-03-15,1920.280029296875
2000-03-16,2012.030029296875
2000-03-17,2020.31005859375
2000-03-20,2009.530029296875
2000-03-21,2060.89990234375
2000-03-22,2070.27001953125
2000-03-23,2107.1298828125
2000-03-24,2107.280029296875
2000-03-27,2102.31005859375
2000-03-28,2080.080078125
2000-03-29,2081.449951171875
2000-03-30,2053.050048828125
2000-03-31,2067.760009765625
2000-04-03,2077.969970703125
2000-04-04,2062.530029296875
2000-04-05,2052.52001953125
2000-04-06,2072.14990234375
2000-04-07,2092.8701171875
2000-04-10,2076.4599609375
2000-04-11,2071.219970703125
2000-04-12,2025.22998046875
2000-04-13,1988.4300537109375
2000-04-14,1872.550048828125
2000-04-17,1934.5
2000-04-18,1990.0400390625
2000-04-19,1970.5799560546875
2000-04-20,1980.3599853515625
2000-04-24,1973.9100341796875
2000-04-25,2039.5999755859375
2000-04-26,2017.0400390625
2000-04-27,2022.6800537109375
2000-04-28,2005.550048828125
2000-05-01,2027.4000244140625
2000-05-02,1997.0899658203125
2000-05-03,1954.22998046875
2000-05-04,1946.6500244140625
2000-05-05,1978.52001953125
2000-05-08,1967.010009765625
2000-05-09,1950.5
2000-05-10,1910.7900390625
2000-05-11,1945.3800048828125
2000-05-12,1963.5899658203125
2000-05-15,2007.030029296875
2000-05-16,2025.9599609375
2000-05-17,2000.93994140625
2000-05-18,1986.4000244140625
2000-05-19,1944.6500244140625
2000-05-22,1936.0400390625
2000-05-23,1898.93994140625
2000-05-24,1933.8499755859375
2000-05-25,1909.6700439453125
2000-05-26,1904.97998046875
2000-05-30,1966.5899658203125
2000-05-31,1964.4000244140625
2000-06-01,2003.449951171875
2000-06-02,2042.7900390625
2000-06-05,2029.5
2000-06-06,2015.97998046875
2000-06-07,2034.9100341796875
2000-06-08,2021.56005859375
2000-06-09,2015.030029296875
2000-06-12,1999.9200439453125
2000-06-13,2032.5799560546875
2000-06-14,2034.18994140625
2000-06-15,2045.52001953125
2000-06-16,2026.0
2000-06-19,2055.840087890625
2000-06-20,2041.93994140625
2000-06-21,2046.3499755859375
2000-06-22,2009.1300048828125
2000-06-23,1994.3299560546875
2000-06-26,2013.469970703125
2000-06-27,2006.8800048828125
2000-06-28,2013.0799560546875
2000-06-29,1995.8900146484375
2000-06-30,2012.8299560546875
2000-07-03,2033.5799560546875
2000-07-05,2001.7099609375
2000-07-06,2016.4100341796875
2000-07-07,2047.18994140625
2000-07-10,2042.6500244140625
2000-07-11,2049.989990234375
2000-07-12,2066.7900390625
2000-07-13,2070.860107421875
2000-07-14,2090.43994140625
2000-07-17,2091.139892578125
2000-07-18,2067.969970703125
2000-07-19,2051.760009765625
2000-07-20,2070.610107421875
2000-07-21,2049.31005859375
2000-07-24,2027.4100341796875
2000-07-25,2041.510009765625
2000-07-26,2011.010009765625
2000-07-27,2007.2900390625
2000-07-28,1966.199951171875
2000-07-31,1981.3599853515625
2000-08-01,1991.4300537109375
2000-08-02,1992.4100341796875
2000-08-03,2011.800048828125
2000-08-04,2026.4000244140625
2000-08-07,2049.139892578125
2000-08-08,2054.1201171875
2000-08-09,2040.550048828125
2000-08-10,2023.3299560546875
2000-08-11,2039.510009765625
2000-08-14,2066.89990234375
2000-08-15,2057.030029296875
2000-08-16,2050.929931640625
2000-08-17,2073.43994140625
2000-08-18,2067.47998046875
2000-08-21,2078.25
2000-08-22,2076.3798828125
2000-08-23,2087.39990234375
2000-08-24,2090.659912109375
2000-08-25,2088.10009765625
2000-08-28,2098.719970703125
2000-08-29,2092.989990234375
2000-08-30,2083.47998046875
2000-08-31,2104.429931640625
2000-09-01,2108.760009765625
2000-09-05,2089.77001953125
2000-09-06,2069.39990234375
2000-09-07,2083.679931640625
2000-09-08,2072.580078125
2000-09-11,2065.340087890625
2000-09-12,2055.260009765625
2000-09-13,2059.77001953125
2000-09-14,2054.2099609375
2000-09-15,2033.3199462890625
2000-09-18,2003.81005859375
2000-09-19,2025.1700439453125
2000-09-20,2013.3399658203125
2000-09-21,2010.2099609375
2000-09-22,2009.760009765625
2000-09-25,1996.3199462890625
2000-09-26,1979.9200439453125
2000-09-27,1979.31005859375
2000-09-28,2023.3299560546875
2000-09-29,1993.3299560546875
2000-10-02,1992.93994140625
2000-10-03,1979.43994140625
2000-10-04,1990.6199951171875
2000-10-05,1993.699951171875
2000-10-06,1955.8199462890625
2000-10-09,1946.1600341796875
2000-10-10,1925.4100341796875
2000-10-11,1894.3699951171875
2000-10-12,1846.0799560546875
2000-10-13,1907.7099609375
2000-10-16,1908.3399658203125
2000-10-17,1874.1199951171875
2000-10-18,1863.3499755859375
2000-10-19,1928.0999755859375
2000-10-20,1939.43994140625
2000-10-23,1937.8599853515625
2000-10-24,1941.1300048828125
2000-10-25,1895.030029296875
2000-10-26,1894.4200439453125
2000-10-27,1915.550048828125
2000-10-30,1942.199951171875
2000-10-31,1984.9100341796875
2000-11-01,1973.719970703125
2000-11-02,1983.72998046875
2000-11-03,1981.5
2000-11-06,1989.18994140625
2000-11-07,1988.800048828125
2000-11-08,1957.6199951171875
2000-11-09,1945.239990234375
2000-11-10,1897.780029296875
2000-11-13,1877.510009765625
2000-11-14,1921.6700439453125
2000-11-15,1931.43994140625
2000-11-16,1907.199951171875
2000-11-17,1900.8800048828125
2000-11-20,1866.010009765625
2000-11-21,1872.719970703125
2000-11-22,1838.0
2000-11-24,1865.0
2000-11-27,1875.010009765625
2000-11-28,1857.300048828125
2000-11-29,1865.8900146484375
2000-11-30,1828.4200439453125
2000-12-01,1828.81005859375
2000-12-04,1842.3599853515625
2000-12-05,1914.0899658203125
2000-12-06,1879.5799560546875
2000-12-07,1868.6400146484375
2000-12-08,1905.2900390625
2000-12-11,1919.6500244140625
2000-12-12,1907.0999755859375
2000-12-13,1891.9300537109375
2000-12-14,1865.449951171875
2000-12-15,1825.4200439453125
2000-12-18,1840.1800537109375
2000-12-19,1816.3599853515625
2000-12-20,1759.6199951171875
2000-12-21,1773.7099609375
2000-12-22,1817.0
2000-12-26,1829.8299560546875
2000-12-27,1849.3399658203125
2000-12-28,1856.760009765625
2000-12-29,1837.3699951171875
2001-01-02,1785.8599853515625
2001-01-03,1875.56005859375
2001-01-04,1855.8199462890625
2001-01-05,1807.1300048828125
2001-01-08,1804.0400390625
2001-01-09,1810.97998046875
2001-01-10,1828.5
2001-01-11,1847.3699951171875
2001-01-12,1835.5400390625
2001-01-16,1847.1300048828125
2001-01-17,1851.1600341796875
2001-01-18,1876.93994140625
2001-01-19,1869.3800048828125
2001-01-22,1869.8900146484375
2001-01-23,1894.25
2001-01-24,1899.7099609375
2001-01-25,1890.27001953125
2001-01-26,1886.800048828125
2001-01-29,1899.75
2001-01-30,1913.1300048828125
2001-01-31,1902.550048828125
2001-02-01,1913.1099853515625
2001-02-02,1879.68994140625
2001-02-05,1886.47998046875
2001-02-06,1883.719970703125
2001-02-07,1868.2900390625
2001-02-08,1856.6600341796875
2001-02-09,1831.9599609375
2001-02-12,1853.6500244140625
2001-02-13,1837.77001953125
2001-02-14,1834.0999755859375
2001-02-15,1849.1500244140625
2001-02-16,1814.219970703125
2001-02-20,1782.75
2001-02-21,1749.8599853515625
2001-02-22,1746.5
2001-02-23,1736.8199462890625
2001-02-26,1767.2900390625
2001-02-27,1753.8800048828125
2001-02-28,1729.0799560546875
2001-03-01,1730.9200439453125
2001-03-02,1721.0899658203125
2001-03-05,1731.4200439453125
2001-03-06,1748.739990234375
2001-03-07,1760.3599853515625
2001-03-08,1764.3900146484375
2001-03-09,1720.7099609375
2001-03-12,1646.4200439453125
2001-03-13,1671.18994140625
2001-03-14,1628.02001953125
2001-03-15,1637.6099853515625
2001-03-16,1605.47998046875
2001-03-19,1633.81005859375
2001-03-20,1594.5
2001-03-21,1565.97998046875
2001-03-22,1559.6500244140625
2001-03-23,1590.699951171875
2001-03-26,1608.6500244140625
2001-03-27,1649.7900390625
2001-03-28,1609.6700439453125
2001-03-29,1602.260009765625
2001-03-30,1619.5400390625
2001-04-02,1599.3599853515625
2001-04-03,1544.3499755859375
2001-04-04,1540.1700439453125
2001-04-05,1607.4599609375
2001-04-06,1575.7099609375
2001-04-09,1588.5
2001-04-10,1631.68994140625
2001-04-11,1628.22998046875
2001-04-12,1652.8299560546875
2001-04-16,1647.5
2001-04-17,1664.43994140625
2001-04-18,1729.260009765625
2001-04-19,1750.97998046875
2001-04-20,1736.02001953125
2001-04-23,1710.010009765625
2001-04-24,1689.22998046875
2001-04-25,1716.1700439453125
2001-04-26,1724.3800048828125
2001-04-27,1750.3199462890625
2001-04-30,1745.3900146484375
2001-05-01,1769.1199951171875
2001-05-02,1770.6600341796875
2001-05-03,1744.5400390625
2001-05-04,1769.780029296875
2001-05-07,1765.489990234375
2001-05-08,1762.4100341796875
2001-05-09,1754.719970703125
2001-05-10,1754.4599609375
